categorie_bis,companies,noms,titre_com,commentaire,reponses,notes,date_experience,date_commentaire,site,nombre_pages,date_scrap,verified,année_experience,mois_experience,jour_experience,année_commentaire,mois_commentaire,jour_commentaire,leadtime_com_exp,nombre_caractères,nombre_maj,nombre_car_spé,caractères_spé,emojis_positifs_count,emojis_negatifs_count,commentaire_text,langue_bis
bank,Cofidis ,Ennerika Yacana,Très bonne prise en charge," October 20, 2021","Bonjour Ennerika Yacana,Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Annick de l'équipe Cofidis.",0.0,,2021-10-20,https://www.trustpilot.com/review/cofidis.fr?page=11,17,14-09-2024,0,0,0,0,2021,10,20,,17,1,1,,0,0,"october 20, 2021",sv
bank,Orange Bank ,Dominique,Activation carte orange bank,J'avais un Pb pour activer ma carte. La solution à été trouvée en boutique,,0.0,,2022-10-14,https://www.trustpilot.com/review/orangebank.fr?page=2,41,14-09-2024,0,0,0,0,2022,10,14,,74,3,2,',0,0,j'avais un pb pour activer ma carte. la solution à été trouvée en boutique,fr
bank,Younited Credit ,client,Simple et rapide," February 19, 2023","Bonjour,Nous vous remercions pour ce commentaire positif. En espérant que vous puissiez recommander Younited auprès de votre entourage.Excellente journée,Tracy",0.0,,2023-02-28,https://www.trustpilot.com/review/www.younited-credit.com?page=5,38,14-09-2024,1,0,0,0,2023,2,28,,18,1,1,,0,0,"february 19, 2023",en
bank,Fortuneo ,Roger Sieradzki,Simple efficace et gratuit,Simple efficace et gratuit Merci Fortuneo,,0.0,,2023-02-14,https://www.trustpilot.com/review/fortuneo.fr?page=6,10,14-09-2024,0,0,0,0,2023,2,14,,41,3,0,,0,0,simple efficace et gratuit merci fortuneo,ro
bank,Younited Credit ,hugues,rapide et efficace,"prise de contact et suivi performants. 2 points negatifs :un appel telephonique non essentiel et surtout un envoi de documentsne reprenant pas les souhaits du demandeur (assurance facultative).",,0.0,,2015-04-22,https://www.trustpilot.com/review/www.younited-credit.com?page=37,38,14-09-2024,1,0,0,0,2015,4,22,,196,0,5,:(),0,0,prise de contact et suivi performants. 2 points negatifs un appel telephonique non essentiel et surtout un envoi de documents ne reprenant pas les souhaits du demandeur assurance facultative .,fr
bank,Orange Bank ,Omarjee,Facile,"Facile, rapide, efficace",,0.0,,2022-08-21,https://www.trustpilot.com/review/orangebank.fr?page=13,41,14-09-2024,0,0,0,0,2022,8,21,,24,1,2,,0,0,"facile, rapide, efficace",ro
bank,Younited Credit ,Nico,Good platform but system issues,"Younited is a good platform that offers a fast and reliable initial service, and I cannot deny this.However, I have rated it two (2) stars due to issues I encountered after making an early payment with the ""reduce installment amount"" option. Despite discussing this with customer service, the following month I was supposed to see my installment reduced by approximately €30, but it was not reduced, and I still received the full amount.I await clarification as soon as possible, especially since Younited is aware that I have paid several installments to close the account earlier, and these were higher payments to finish sooner.I urgently await clarification and resolution of this issue.Sincerely,","Good morning,We thank you for taking the time to leave us a comment.We are delighted to have you among our customers, however, we are sorry to read that you are not fully satisfied with your Younited experience.We apologize for the inconvenience caused and we will do everything we can to ensure that your experience at Younited is optimal.Do not hesitate to send us any other comments as customer satisfaction is at the heart of our concerns.Have a great day,",0.0,,2024-08-27,https://www.trustpilot.com/review/www.younited-credit.com?page=2,38,14-09-2024,0,0,0,0,2024,8,27,,701,13,18,"()""""€",0,0,"younited is a good platform that offers a fast and reliable initial service, and i cannot deny this.however, i have rated it two 2 stars due to issues i encountered after making an early payment with the reduce installment amount option. despite discussing this with customer service, the following month i was supposed to see my installment reduced by approximately 30, but it was not reduced, and i still received the full amount.i await clarification as soon as possible, especially since younited is aware that i have paid several installments to close the account earlier, and these were higher payments to finish sooner.i urgently await clarification and resolution of this issue.sincerely,",en
bank,Cofidis - O Cr&eacute;dito Por Telefone ,Lucio Velazco Tolentino,Estoy satisfecho muy buen crédito,Estoy satisfecho muy buen crédito,,0.0,,2024-08-25,https://www.trustpilot.com/review/cofidis.pt?page=1,6,14-09-2024,0,0,0,0,2024,8,25,,33,1,0,,0,0,estoy satisfecho muy buen crédito,fr
bank,Qonto ,Sylviane,facile et efficace,facile et efficace ! qualité de service au top,"Bonjour Jocelyne, Merci beaucoup pour votre retour positif et pour votre soutien ! 😊 Nous sommes à votre disposition si vous avez la moindre question. Très belle journée ! ☀️ Sara - Executive Care Team",0.0,,2022-12-06,https://www.trustpilot.com/review/qonto.com?page=18,30,14-09-2024,1,0,0,0,2022,12,6,,46,0,1,,0,0,facile et efficace qualité de service au top,fr
bank,Cofidis ,MARINA K,Parfait,Parfait! Tres bon!,"Merci pour votre confiance Marina, je vous souhaite un bon après-midi ! Julien de l'équipe Cofidis.",0.0,,2022-08-30,https://www.trustpilot.com/review/cofidis.fr?page=6,17,14-09-2024,0,0,0,0,2022,8,30,,18,2,2,,0,0,parfait tres bon,fr
bank,Cofidis - O Cr&eacute;dito Por Telefone ,Fred,service rapide et sérieux," October 14, 2022",,0.0,,2022-10-25,https://www.trustpilot.com/review/cofidis.pt?page=4,6,14-09-2024,0,0,0,0,2022,10,25,,17,1,1,,0,0,"october 14, 2022",en
bank,Orange Bank ,Marie Odile,merci,communication normal,"Bonjour Marie Odile,Merci de votre message.Nous souhaitons aller au-delà de la communication normale pour atteindre la communication parfaite !N'hésitez pas à m'envoyer vos suggestions sur webmaster@orangebank.frA très vite,Tom.",0.0,,2022-03-16,https://www.trustpilot.com/review/orangebank.fr?page=33,41,14-09-2024,0,0,0,0,2022,3,16,,20,0,0,,0,0,communication normal,it
bank,la Nef ,Pascal Marcuzy,Je suis nouveau sociétaire de la nef.,"Je suis nouveau sociétaire de la nef.La prise de contact téléphonique a été efficace, claire et sympathique. Cette banque est un signe fort d'espoir pour un monde plus respectueux où la finance se met au service des citoyens et de l'environnement.Je n'ai pas hésité à investir dans des parts sociales pour soutenir le développement de ma banque.",,0.0,,2022-12-18,https://www.trustpilot.com/review/www.lanef.com?page=2,6,14-09-2024,0,0,0,0,2022,12,18,,345,4,8,''',0,0,"je suis nouveau sociétaire de la nef.la prise de contact téléphonique a été efficace, claire et sympathique. cette banque est un signe fort d'espoir pour un monde plus respectueux où la finance se met au service des citoyens et de l'environnement.je n'ai pas hésité à investir dans des parts sociales pour soutenir le développement de ma banque.",fr
bank,Cofidis - O Cr&eacute;dito Por Telefone ,SARA ROCHDI,Rapide et efficace," October 20, 2022",,0.0,,2022-10-25,https://www.trustpilot.com/review/cofidis.pt?page=5,6,14-09-2024,0,0,0,0,2022,10,25,,17,1,1,,0,0,"october 20, 2022",sv
bank,Cofidis ,Francoise Lapeyrie,Tres facile sur internet on a une…,Tres facile sur internet on a une premiers reponse on envois les justificationson recois une reponse par sms facile et rapide on recois le virement aussitot Satisfaite par leur serieux je suis cliente depuis longtemp,"Bonjour Françoise, Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Alexandre de l'équipe Cofidis.",0.0,,2024-04-16,https://www.trustpilot.com/review/cofidis.fr?page=1,17,14-09-2024,0,0,0,0,2024,4,16,,216,2,0,,0,0,tres facile sur internet on a une premiers reponse on envois les justificationson recois une reponse par sms facile et rapide on recois le virement aussitot satisfaite par leur serieux je suis cliente depuis longtemp,fr
bank,Orange Bank ,Grondin,Merci orange bank," June 24, 2022","Bonjour,C'est notre plaisir de vous avoir comme client. C'est nous qui vous remercions de nous avoir fait confiance.A bientôt,Philippe",0.0,,2022-06-24,https://www.trustpilot.com/review/orangebank.fr?page=16,41,14-09-2024,0,0,0,0,2022,6,24,,14,1,1,,0,0,"june 24, 2022",fr
bank,la Nef ,Catherine Glo,Bravo,"Bonjour,Je suis sociétaire de la NEF depuis plus de 20 ans, parce que c'est une coopérative bancaire qui donne du sens à mon argent, et ne spécule pas sur les marchés financiers dont la cupidité exponentielle mène le monde à sa perte. Alors oui à l'éthique et à la transparence, des valeurs défendues par la NEF, que je remercie d'exister.",,0.0,,2022-12-19,https://www.trustpilot.com/review/www.lanef.com?page=2,6,14-09-2024,0,0,0,0,2022,12,19,,339,9,10,''',0,0,"bonjour,je suis sociétaire de la nef depuis plus de 20 ans, parce que c'est une coopérative bancaire qui donne du sens à mon argent, et ne spécule pas sur les marchés financiers dont la cupidité exponentielle mène le monde à sa perte. alors oui à l'éthique et à la transparence, des valeurs défendues par la nef, que je remercie d'exister.",fr
bank,Orange Bank ,Valerie,Orange bank,Personnel agreable et bonne explication dans l attente de réception de cartes bancaires,"Bonjour Valérie, Eh bien, je suis heureux d'entendre que vous êtes satisfait de la façon dont nous avons traité notre consultant.😊 Nos employés sont déterminés à vous fournir toute leur expertise afin de répondre au mieux à vos attentes.👍Je vois que vous êtes déjà cliente premium et que vous bénéficiez de la carte premium. Dans ce cas, après avoir opté pour le Premium Pack, vous conservez toujours la même carte. En cas de questions, nos experts sont à votre disposition sur webmaster@orangebank.fr Bonne journée, Max",0.0,,2023-01-24,https://www.trustpilot.com/review/orangebank.fr?page=7,41,14-09-2024,0,0,0,0,2023,1,24,,87,1,0,,0,0,personnel agreable et bonne explication dans l attente de réception de cartes bancaires,fr
bank,Sumeria ,DB,Great service and reactive team.," October 31, 2019",Thanks a lot for your very nice comment!,0.0,,2019-10-31,https://www.trustpilot.com/review/sumeria.eu?page=50,51,14-09-2024,0,0,0,0,2019,10,31,,17,1,1,,0,0,"october 31, 2019",sv
bank,Sumeria ,Fakhreddin Afkhami,Threats and fraud,"Please beware of scams in this app, they will make you in debt with fake features and steal your money",,0.0,,2023-11-16,https://www.trustpilot.com/review/sumeria.eu?page=8,51,14-09-2024,0,0,0,0,2023,11,16,,102,1,1,,0,0,"please beware of scams in this app, they will make you in debt with fake features and steal your money",en
bank,Britline ,Mark Minshull,As always our contact with Russel at…,As always our contact with Russel at Britline continues to be a great experience. Since moving to France a few years ago the service and help has been invaluable.,,0.0,,2024-01-08,https://www.trustpilot.com/review/britline.com?page=4,6,14-09-2024,0,0,0,0,2024,1,8,,162,5,2,,0,0,as always our contact with russel at britline continues to be a great experience. since moving to france a few years ago the service and help has been invaluable.,en
bank,Sumeria ,Paul,Très bon avis!," September 27, 2023",,0.0,,2023-09-27,https://www.trustpilot.com/review/sumeria.eu?page=12,51,14-09-2024,1,0,0,0,2023,9,27,,19,1,1,,0,0,"september 27, 2023",sv
bank,Cofidis - O Cr&eacute;dito Por Telefone ,michel jouen,Super expérience," October 15, 2022",,0.0,,2022-11-01,https://www.trustpilot.com/review/cofidis.pt?page=6,6,14-09-2024,0,0,0,0,2022,11,1,,17,1,1,,0,0,"october 15, 2022",sv
bank,Floabank ,Marie,Parfait,Prise en charge rapide contact simple,"Bonjour Marie, vous savoir satisfaite est une information précieuse et nous encourage à continuer dans ce sens.L’écoute de nos clients est essentielle pour améliorer encore et toujours l’expérience de nos clients ainsi que nos produits.Je vais personnellement faire passer votre message à notre équipe marketing qui est mobilisée chaque jour pour vous satisfaire.Votre conseiller clientèle FLOA Bank.",0.0,,2023-01-03,https://www.trustpilot.com/review/floabank.fr?page=2,5,14-09-2024,0,0,0,0,2023,1,3,,37,1,0,,0,0,prise en charge rapide contact simple,fr
bank,Orange Bank ,Beau Soleil Consulting,Simple d'utilisation,Simple d'utilisationEfficace,"Bonjour,Merci pour ces belles étoiles. C'est une belle récompense pour nous de lire ces quelques mots. Bonne journée, Elodie.",0.0,,2022-08-18,https://www.trustpilot.com/review/orangebank.fr?page=13,41,14-09-2024,0,0,0,0,2022,8,18,,28,2,1,',0,0,simple d'utilisationefficace,it
bank,Orange Bank ,Elias,Experience positive et constructive," July 15, 2022","Bonjour Elias,Un grand merci pour la confiance que vous nous accordez 😊.Nous ne manquerons pas de vous proposer des produits et services à la hauteur de vos exigences.A bientôt,Philippe",0.0,,2022-07-15,https://www.trustpilot.com/review/orangebank.fr?page=15,41,14-09-2024,0,0,0,0,2022,7,15,,14,1,1,,0,0,"july 15, 2022",fi
bank,Orange Bank ,VALERIE MALAURY,Simple et efficace," August 26, 2022",,0.0,,2022-08-26,https://www.trustpilot.com/review/orangebank.fr?page=12,41,14-09-2024,0,0,0,0,2022,8,26,,16,1,1,,0,0,"august 26, 2022",et
bank,Monabanq ,M   MOUSSA M,Au Top du Top !!!," June 14, 2022",,0.0,,2022-08-03,https://www.trustpilot.com/review/www.monabanq.com?page=3,4,14-09-2024,0,0,0,0,2022,8,3,,14,1,1,,0,0,"june 14, 2022",et
bank,Cofidis - O Cr&eacute;dito Por Telefone ,Shirley Delefosse,Délai de réponse très long," October 21, 2022",,0.0,,2022-10-25,https://www.trustpilot.com/review/cofidis.pt?page=5,6,14-09-2024,0,0,0,0,2022,10,25,,17,1,1,,0,0,"october 21, 2022",sv
bank,Qonto ,Giovanni Ben Toumi,Amazing for their accounting system…,Amazing for their accounting system with the invoices that can be scanned immediately and the VAT detection and reports. Also that the instant transfer is standart and doesn't cost additonal is a great plus!,,0.0,,2023-04-15,https://www.trustpilot.com/review/qonto.com?page=16,30,14-09-2024,1,0,0,0,2023,4,15,,207,5,3,',0,0,amazing for their accounting system with the invoices that can be scanned immediately and the vat detection and reports. also that the instant transfer is standart and doesn't cost additonal is a great plus,en
bank,Younited Credit ,Monsieur IDJOUADIENE,Merci younited,Merci younited ! Instruction de dossier en un temps record et suite donnée positive . A recommander,"Bonjour,Merci d’avoir pris le temps de nous faire un retour sur votre expérience auprès de Younited Credit, et sommes ravis de lire que celle-ci s’est bien passé.Nous nous efforçons d’offrir à nos clients un crédit aussi juste, simple et rapide que possible et sommes heureux d’avoir pu vous en faire bénéficier.Excellente journée,Diane",0.0,,2022-07-27,https://www.trustpilot.com/review/www.younited-credit.com?page=5,38,14-09-2024,1,0,0,0,2022,7,27,,99,3,2,,0,0,merci younited instruction de dossier en un temps record et suite donnée positive . a recommander,fr
bank,la Nef ,GB,Banque éthique mais dans la pratique un…,Banque éthique mais dans la pratique un service bancaire très limité et pas simple.,,0.0,,2024-07-26,https://www.trustpilot.com/review/www.lanef.com?page=1,6,14-09-2024,0,0,0,0,2024,7,26,,83,1,1,,0,0,banque éthique mais dans la pratique un service bancaire très limité et pas simple.,fr
bank,Vybe ,Faïza Mokrani,Super application bancaire !!," January 29, 2022",Merci pour tout Faïza 🦋😍,0.0,,2022-01-29,https://www.trustpilot.com/review/www.vybecard.com?page=1,1,14-09-2024,0,0,0,0,2022,1,29,,17,1,1,,0,0,"january 29, 2022",id
bank,Qonto ,Ibrahim Yildiz,Super merci,Super  merci beaucoup,Merci à vous Ibrahim pour la confiance.,0.0,,2024-05-15,https://www.trustpilot.com/review/qonto.com?page=9,30,14-09-2024,0,0,0,0,2024,5,15,,21,1,0,,0,0,super merci beaucoup,fr
bank,Sumeria ,Laura,Excellent !,Super app !!!,,0.0,,2022-07-02,https://www.trustpilot.com/review/sumeria.eu?page=37,51,14-09-2024,1,0,0,0,2022,7,2,,13,1,3,,0,0,super app,it
bank,Cofidis - O Cr&eacute;dito Por Telefone ,F.Pr,Service très réactif et disponible.," October 18, 2022",,0.0,,2022-11-01,https://www.trustpilot.com/review/cofidis.pt?page=5,6,14-09-2024,0,0,0,0,2022,11,1,,17,1,1,,0,0,"october 18, 2022",sv
bank,Orange Bank ,Ghiasse,Parfait,Super bank orange,"Un grand merci Ghiasse pour ce soutien sans faille. à bientôt,Margaux",0.0,,2024-05-13,https://www.trustpilot.com/review/orangebank.fr?page=2,41,14-09-2024,0,0,0,0,2024,5,13,,17,1,0,,0,0,super bank orange,id
bank,Fortuneo ,Noah,Worst bank Ever.,"Worst bank Ever.I just opened a bank account with them. needed to transfert money. Here where it get funny, I transfert money from the aps. Wait 2 days, no update. I then receive an email asking me to justify.Okay fair enough ... I reply ... Two days, still no answer .. I decide to call customer service. They ask me the exact same question and tell me that it will be validated within 48 hours .. 48 hours later, I receive a call where the person asking me what I intend to do with the money (wait for real).I reply that christmas is coming, im thinking of buying a car or a camera (we're talking abt 3K€).She said ok, this will be solved. Next day I receive an email asking me the exact same thing but ask me to join an invoice as a proof that im gonna buy a car (for real?).We're talking about same owner, two different banks, moving money from fortuneo to a different bank.So as crazy this may sound, I comply, send them proof. Then I call them, While I am writing this review, i am on the phone from the past 37minutes and I already explain the situation to 4 differents person and STILL not solved ... This is the worst experience EVER ...",,0.0,,2021-12-15,https://www.trustpilot.com/review/fortuneo.fr?page=8,10,14-09-2024,0,0,0,0,2021,12,15,,1146,37,51,()('€)()',0,0,"worst bank ever.i just opened a bank account with them. needed to transfert money. here where it get funny, i transfert money from the aps. wait 2 days, no update. i then receive an email asking me to justify.okay fair enough ... i reply ... two days, still no answer .. i decide to call customer service. they ask me the exact same question and tell me that it will be validated within 48 hours .. 48 hours later, i receive a call where the person asking me what i intend to do with the money wait for real .i reply that christmas is coming, im thinking of buying a car or a camera we're talking abt 3k .she said ok, this will be solved. next day i receive an email asking me the exact same thing but ask me to join an invoice as a proof that im gonna buy a car for real .we're talking about same owner, two different banks, moving money from fortuneo to a different bank.so as crazy this may sound, i comply, send them proof. then i call them, while i am writing this review, i am on the phone from the past 37minutes and i already explain the situation to 4 differents person and still not solved ... this is the worst experience ever ...",en
bank,Sumeria ,Théodore,Simple,"Simple, pratique, intuitif, la version gratuite est bien suffisante et agréable.",,0.0,,2023-08-10,https://www.trustpilot.com/review/sumeria.eu?page=14,51,14-09-2024,1,0,0,0,2023,8,10,,80,1,4,,0,0,"simple, pratique, intuitif, la version gratuite est bien suffisante et agréable.",fr
bank,Ma French Bank ,Emonyon Alex,Votre application ma french banque ca…,Votre application ma french banque ca match pas et je ne arive pas alignmente mon carte depuis le site,"Bonjour Alex,J'aimerais en savoir plus sur, pour continuer à discuter ensemble, je vous invite à nous contacter sur nos réseaux sociaux, sur Facebook Messenger ? (ici 👉 http://m.me/MaFrenchBank ) ou sur Twitter ? (ici 👉 https://twitter.com/MaFrenchBank).Merci pour votre témoignage. L’expérience de nos clients nous tient sincèrement à cœur. Nos équipes travaillent quotidiennement pour enrichir notre offre et répondre au mieux à chaque besoin. Nous ferons notre maximum pour vous accompagner.Bonne journée,Louis de la French Team",0.0,,2021-07-21,https://www.trustpilot.com/review/www.mafrenchbank.fr?page=5,5,14-09-2024,0,0,0,0,2021,7,21,,102,1,0,,0,0,votre application ma french banque ca match pas et je ne arive pas alignmente mon carte depuis le site,fr
bank,Younited Credit ,Cascarille,Rapide efficace merci younited," March 25, 2020",,0.0,,2020-03-25,https://www.trustpilot.com/review/www.younited-credit.com?page=22,38,14-09-2024,1,0,0,0,2020,3,25,,15,1,1,,0,0,"march 25, 2020",cy
bank,Qonto ,Francesco Paolo Li Donni,Efficienza e un help desk puntuale e…,Efficienza e un help desk puntuale e veramente sempre pronto.,Ciao Francesco!Grazie mille per la recensione e per le belle parole! Ho visto che un collega si è messo in contatto con te per capire cosa ci manca per raggiungere le 5 stelle! Buona giornata!,0.0,,2023-02-27,https://www.trustpilot.com/review/qonto.com?page=17,30,14-09-2024,0,0,0,0,2023,2,27,,61,1,1,,0,0,efficienza e un help desk puntuale e veramente sempre pronto.,it
bank,Shine ,Gary,Quick and easy 👍," August 03, 2022","Hi Gary 😊Thank you so much for your kind words. We really appreciate you taking the time out to share your experience with us 💛We’re here if you need anything,Manon 💫",0.0,,2022-08-03,https://www.trustpilot.com/review/shine.fr?page=5,6,14-09-2024,1,0,0,0,2022,8,3,,16,1,1,,0,0,"august 03, 2022",et
bank,BoursoBank ,BERTRAND MARIE FILLIETTE,Bon interface," May 08, 2024",,0.0,,2024-05-09,https://www.trustpilot.com/review/boursobank.com?page=8,10,14-09-2024,0,0,0,0,2024,5,9,,13,1,1,,0,0,"may 08, 2024",tl
bank,Orange Bank ,Zohair,Top top,Top top top top,"Bonjour,Merci pour ce commentaire, c'est vous qui êtes au top 👍.Nous ne manquerons pas de vous rendre toute la confiance que vous nous accordez 😉A bientôt,Philippe",0.0,,2022-05-20,https://www.trustpilot.com/review/orangebank.fr?page=20,41,14-09-2024,0,0,0,0,2022,5,20,,15,1,0,,0,0,top top top top,en
bank,Qonto ,Shahzad,Tre bien,Very very good,Thanks Shahzad for your great support! 💜,0.0,,2021-04-20,https://www.trustpilot.com/review/qonto.com?page=26,30,14-09-2024,0,0,0,0,2021,4,20,,14,1,0,,0,0,very very good,af
bank,propulsebyca.fr ,Mélissa,"Application efficace,pratique","Application efficace,pratique, simple.Parfaite","Bonjour Mélissa, Les équipes de Propulse By CA sont ravies d'apprendre votre satisfaction. N'hésitez pas à nous solliciter en cas de besoin. Belle journée à vous. Lucie",0.0,,2024-04-09,https://www.trustpilot.com/review/propulsebyca.fr?page=1,2,14-09-2024,0,0,0,0,2024,4,9,,46,2,3,,0,0,"application efficace,pratique, simple.parfaite",fr
bank,Anytime ,SEVERINE VILLARD,Très bon contact," November 18, 2020","Bonjour Séverine, Merci pour votre témoignage.Après m'être renseignée, c'est Jennifer qui a pris en charge votre dossier, elle vous remercie également pour ce gentil commentaire ✨Prenez soin de vous, Léa 🦋",0.0,,2020-11-18,https://www.trustpilot.com/review/anyti.me?page=12,14,14-09-2024,0,0,0,0,2020,11,18,,18,1,1,,0,0,"november 18, 2020",no
bank,Younited Credit ,Sylvie Gaillard,tres simple et rapide," November 10, 2017","Bonjour Sylvie,Nous sommes enchantés de vous lire ! Bienvenue chez Younited. Excellente journée, l'équipe Younited",0.0,,2017-11-10,https://www.trustpilot.com/review/www.younited-credit.com?page=32,38,14-09-2024,0,0,0,0,2017,11,10,,18,1,1,,0,0,"november 10, 2017",no
bank,helios.do ,Joséphine Cossec,Good enough for such a young bank !,"There is a few things you need to accept like not being able to put cash on your account but otherwise, it is very affordable and straight forward and knowing that I have a greater impact on the environment is just so important!",,0.0,,2022-04-03,https://www.trustpilot.com/review/helios.do?page=1,3,14-09-2024,0,0,0,0,2022,4,3,,228,2,2,,0,0,"there is a few things you need to accept like not being able to put cash on your account but otherwise, it is very affordable and straight forward and knowing that i have a greater impact on the environment is just so important",en
bank,Sumeria ,Maeva Mourouvin,Très bon service," July 08, 2022",,0.0,,2022-07-08,https://www.trustpilot.com/review/sumeria.eu?page=36,51,14-09-2024,1,0,0,0,2022,7,8,,14,1,1,,0,0,"july 08, 2022",fi
bank,Blank ,Mohamed  R.,L'application facile à utiliser,L'application facile à utiliser. Simple rapide et efficace,"Bonjour Mohamed, Nous sommes ravis de lire que l'application et les services de Blank vous conviennent. Merci d'avoir partagé votre expérience. Belle journée à vous. Camille",0.0,,2023-04-04,https://www.trustpilot.com/review/blank.app?page=2,3,14-09-2024,0,0,0,0,2023,4,4,,58,2,2,',0,0,l'application facile à utiliser. simple rapide et efficace,fr
bank,Cofidis ,Ingrid Kerloch,Vite simple efficace,Facilement accessible,Bonjour Ingrid. Je vous remercie pour votre message. A bientôt ! Anthony de l'équipe Cofidis.,0.0,,2024-04-22,https://www.trustpilot.com/review/cofidis.fr?page=6,17,14-09-2024,0,0,0,0,2024,4,22,,21,1,0,,0,0,facilement accessible,ca
bank,Hello bank! France ,Elyse,Tres mauvaise banque,"En 1 an, nous avons eu beaucoup de problemes:- frais de carte pour non utilisation de celle-ci sans nous prevenir- double virements suite a un bug de l'applicationTres mauvais service client en general!","Hello Elyse, Navré pour la gêne occasionnée, Un message vous a été envoyé sur la messagerie Hello bank! suite à votre retour d'information. Je vous invite à en prendre connaissance. Nos conseillers sont également disponibles par chat du lundi au vendredi de 9h à 22h et le samedi de 9h à 18h mais également via les réseaux sociaux : -	Facebook via Messenger: https://m.me/HelloBankFr/-	Twitter : https://twitter.com/Hellobank_frEn vous souhaitant une excellente journée, à bientôt chez Hello !Nasser de la Hello Team.",0.0,,2022-11-04,https://www.trustpilot.com/review/hellobank.fr?page=2,4,14-09-2024,0,0,0,0,2022,11,4,,202,2,7,:---',0,0,"en 1 an, nous avons eu beaucoup de problemes frais de carte pour non utilisation de celle ci sans nous prevenir double virements suite a un bug de l'applicationtres mauvais service client en general",fr
bank,Younited Credit ,Nicolas,très content,"simple, rapide et efficace je recommande younited credit",,0.0,,2019-10-09,https://www.trustpilot.com/review/www.younited-credit.com?page=24,38,14-09-2024,1,0,0,0,2019,10,9,,56,0,1,,0,0,"simple, rapide et efficace je recommande younited credit",fr
bank,Orange Bank ,Marie-Christine,contact claire et net," April 01, 2022","Bonjour Marie-Christine, Je suis ravie que votre échange avec un expert Orange Bank ait été clair pour vous. ✨A quand la 5e étoile? N'hésitez pas à nous faire part de vos suggestions sur webmaster@orangebank.frTrès belle journée à vous!Sara",0.0,,2022-04-01,https://www.trustpilot.com/review/orangebank.fr?page=29,41,14-09-2024,0,0,0,0,2022,4,1,,15,1,1,,0,0,"april 01, 2022",ro
bank,Qonto ,RACHIK  KHADOUJ,Top bravo,Excellence service,Merci Rachik pour votre retour d'expérience positif ! 😃,0.0,,2021-04-16,https://www.trustpilot.com/review/qonto.com?page=26,30,14-09-2024,0,0,0,0,2021,4,16,,18,1,0,,0,0,excellence service,fr
bank,Orange Bank ,Moulin,Simple et rapide," May 30, 2022","Bonjour ,Mille merci pour votre commentaire et pour ces belles étoiles !Excellente journée , Vanessa",0.0,,2022-05-30,https://www.trustpilot.com/review/orangebank.fr?page=18,41,14-09-2024,0,0,0,0,2022,5,30,,13,1,1,,0,0,"may 30, 2022",tl
bank,Ma French Bank ,Gibus Coco,super simple," June 29, 2022","Bonjour,Quel plaisir de lire votre avis et de vous savoir pleinement conquis par les services de Ma French Bank ! Passez une belle journée ! L’équipe Ma French Bank",0.0,,2022-06-29,https://www.trustpilot.com/review/www.mafrenchbank.fr?page=4,5,14-09-2024,0,0,0,0,2022,6,29,,14,1,1,,0,0,"june 29, 2022",fr
bank,Orange Bank ,Monsieur BLANC,interlocutrice adequate,"reactivite,bonne comprehention du probleme","Bonjour Albert,Merci pour votre avis laissé ici et cette reconnaissance de la qualité de notre service client.Bonne journée à vous,Lucas",0.0,,2023-04-13,https://www.trustpilot.com/review/orangebank.fr?page=7,41,14-09-2024,0,0,0,0,2023,4,13,,42,0,1,,0,0,"reactivite,bonne comprehention du probleme",fr
bank,Qonto ,Nicolas,Excellent...," December 04, 2019","Bonjour, merci beaucoup pour votre soutien! 😊",0.0,,2019-12-04,https://www.trustpilot.com/review/qonto.com?page=29,30,14-09-2024,0,0,0,0,2019,12,4,,18,1,1,,0,0,"december 04, 2019",nl
bank,Qonto ,Hans Walter Finckh,Hans Walter Finckh,Best bank ever seen,"Hallo Hans Walter Finckh,Vielen Dank für das positive Feedback! Es freut uns zu hören, dass unser Service Ihren Erwartungen entspricht. 😍",0.0,,2022-12-15,https://www.trustpilot.com/review/qonto.com?page=18,30,14-09-2024,0,0,0,0,2022,12,15,,19,1,0,,0,0,best bank ever seen,nl
bank,01 Banque en Ligne ,Alex,Les meilleurs conseils,Les meilleurs conseilsDe fortes économies d'argent grâce aux conseils avisés de ce site internet. Je recommande !,,0.0,,2019-11-16,https://www.trustpilot.com/review/01banque-en-ligne.fr?page=2,3,14-09-2024,0,0,0,0,2019,11,16,,113,3,3,',0,0,les meilleurs conseilsde fortes économies d'argent grâce aux conseils avisés de ce site internet. je recommande,fr
bank,Younited Credit ,ALEXANDRE,Rapide et simple !,Rapide et simple !Merci,,0.0,,2021-10-29,https://www.trustpilot.com/review/www.younited-credit.com?page=15,38,14-09-2024,1,0,0,0,2021,10,29,,23,2,1,,0,0,rapide et simple merci,fr
